c delta Delta_fund Delta_debt lam lam_prem_shift_Feb lam_prem_shift_Apr
0.8862935939091375 0.9735732683205368 -0.3362981776103289 3.7639905273175067 0.19255468818437285 -0.23536432361661186 -0.32098202409971677
0.8588375669151773 4.421442128063575 -0.8850401095930702 1.0119129150555226 0.4103760560217325 0.6881875779131859 0.944515165031155
0.8845739170985828 0.7427046046587802 -1.0440575607129965 1.422822602912921 0.3130192088818827 0.2652348700777436 0.36295609612803226
0.9215527009591056 3.5111461986734445 -1.9090207184833383 1.80202252548032 0.18853185526558625 -0.2516068781212364 -0.34309542176997976
0.9224940234319826 0.6733120137852432 -1.0828654707900691 1.93692827401422 0.4698183310670126 0.9534797781069146 1.311080983309382
0.8560021824332703 0.4602982679918742 -1.7697713326442692 1.7914443477199762 0.41835433614992507 0.7235021937084793 0.993230200996515
0.9983940657880376 4.228477512732062 -0.3638966474277836 0.4457024878778956 0.06496187174214926 -0.7343286630798946 -0.998107266467402
0.9658370761860476 1.8139225931917045 -0.5539599690435697 1.6327259146917208 0.0020085563864869105 -0.9675610073691332 -1.3130827952742958
0.9350939180354928 2.4105151887954794 -0.3506147665039772 3.438149526652942 0.04200893262738693 -0.8203928433470447 -1.1144481800330919
0.9414718308586156 4.309206494198216 -0.030606163923208918 4.9754370127671415 0.36027468784320177 0.46863041572641695 0.6421931008670079
0.9969777592627102 0.4767666624353159 -0.9806387932398308 4.612459626575579 0.3551379278496663 0.4463425866699424 0.6115559295785129
0.9280372179415044 4.190422739155487 -0.7804466109041674 1.6477702566060748 0.1990034280763308 -0.2092603308779175 -0.2854326467269157
0.8540845959513991 2.765553474548066 -0.5291380415409812 0.08470416281092072 0.3585955342150041 0.46134007444527914 0.6321706377967384
0.9726627583205832 2.807571786959356 -1.8204606132587364 3.1639957256093147 0.4828507775348319 1.0122906104024079 1.3925336709382359
0.8713332629475745 1.1416862753986898 -0.7367337144489743 2.369040327687247 0.2609955480193281 0.045761954750414446 0.06252793392254485
0.9427090002121502 0.9454694304867829 -1.4968233372214206 0.3785119409709562 0.1017067970680974 -0.5941497758516001 -0.8083303591138726
0.8920825183512325 3.904811052492657 -1.923562060691748 4.285769449290385 0.3219649169531092 0.3034517253400626 0.4153627922604324
0.8737533074546214 4.3912954988379695 -1.2542670765944597 0.8933715779116393 0.24260028116179186 -0.030670346772572188 -0.041885318517811854
0.9031793329058264 0.5656112422998236 -1.779775387979787 4.596538742509291 0.3785146235023648 0.5481118003432774 0.7515275854975956
0.8682279607110696 3.084982645845505 -0.15936673232939302 4.386510761485892 0.2843521791723956 0.1437012848950232 0.19648131286294923
0.8539992060265087 4.033941281365388 -0.10563655985798047 0.18910372223224312 0.40401917621929856 0.6601173447818756 0.9058109718449359
0.8729592071920173 3.8292464544141818 -0.02053041070577444 3.8358151135896303 0.15026937849067595 -0.4044738465125195 -0.550979608780553
0.9099956418703572 2.10192011688122 -1.1012756431527049 2.7454588762383345 0.4754318195151227 0.9787841420744785 1.3461188059873264
0.9065455970367852 4.032036352118032 -0.39373037296636704 0.020417456450727758 0.044063805577906436 -0.8127355183792662 -1.1041024302922766
0.8528402714704326 1.4404396257042265 -1.4227162077485225 3.0917176650939844 0.34636453898844066 0.4083748200503532 0.5593869277161359
0.8894374245185408 1.7361157553489857 -0.3798264743046018 0.9685605844337408 0.4206908080613573 0.7338619064780119 1.0075256614571284
0.9172806671441136 0.9109258804571492 -0.8469145944300567 3.8119911789765464 0.16631247453518885 -0.34073830999542665 -0.46435730732103764
0.8701122949652362 3.998427850001858 -0.7912332710055581 3.0005727612184088 0.09625336506385103 -0.6151385095031774 -0.8367677882917306
0.9847680859871571 4.849881228699772 -0.4793670033628017 0.9652220829221904 0.055479214202818004 -0.7700260369452905 -1.0463787822562303
0.8856849347951309 0.17637751856242062 -0.2991740383644914 2.11669068883798 0.2696333127189699 0.08186681396330364 0.11188827385997957
0.8605548712929083 0.858413136659484 -0.1460506066830054 4.0495325139100045 0.42541271599002334 0.7548226766990487 1.0364561086078146
0.879039035811034 1.1738164152581376 -1.3114325124238926 4.327543292026772 0.13103457796025694 -0.4801917874891837 -0.6537911470237807
0.958071613251718 3.714411344649114 -0.6873922304160367 2.7313480073352503 0.0874711454899802 -0.6488045116897276 -0.8823649756145997
0.8977198673922283 0.6206450047078981 -0.20122769330887724 2.485639957958002 0.4007065708821623 0.6455137571491179 0.8856811698596765
0.9665072088112646 3.353138583557172 -0.6335180255768824 2.770286802026632 0.28297479558912403 0.1378983555439568 0.18853952451407796
0.9996011176353856 4.4587991061869525 -0.3329776967161677 0.4942952762828168 0.10978667743631808 -0.5629357748761263 -0.7660241425645449
0.9858156354844958 3.850002855672185 -0.7632553162914539 4.5106753079929085 0.07333535247231858 -0.7026425795221773 -0.9552408747058099
0.8612654794920572 3.1544343412989124 -0.4631438606367182 4.826335238884943 0.4835908384606672 1.0156368957175372 1.3971703670420181
0.8821686474342031 0.8278837734800555 -0.4856006216696511 3.402256845064926 0.3260578080765726 0.3209823184333631 0.4394117624897236
0.8667728816591433 0.5951424028724438 -0.0890943283699337 1.3366793273816526 0.3637374101441034 0.4836787278029586 0.6628841513600836
0.9040587359170632 4.682262573422391 -1.7087685107831154 1.0675276376849232 0.19592454633913026 -0.22173361294399196 -0.30242078178135046
0.9823060156900256 0.05522138390315011 -0.3092110940859716 2.2372944856178005 0.2110911576136125 -0.16011076168238247 -0.21846495922829767
0.8773017457654867 4.583256035737044 -0.7169655059406028 2.068669532611906 0.07830840191345692 -0.68375156248816 -0.9296756749113433
0.947770827626882 3.2918539044916195 -1.4477376941598898 0.7830632645606118 0.3986551842477374 0.6364785268965889 0.8732289691730664
0.9326329714380708 1.8363108338660956 -0.6566091013350974 0.22099627779362385 0.0390510681626188 -0.8313985642190698 -1.1293160869946721
0.9831932216654644 4.749660069226663 -1.9680558196248188 4.842974030803327 0.4380382903468642 0.8110256575015562 1.114071521311688
0.9204724397854596 1.5267324841187937 -1.8833982033751184 0.12272491277274725 0.2450968866130066 -0.020333842627811016 -0.027771105547948594
0.9949150548031948 3.587817337578183 -0.2223652383615744 3.8983692160021364 0.2397963840954005 -0.04226518430910797 -0.057715388138618096
0.9141147869017368 0.8920079149682797 -0.048127549851919804 0.8320438589006128 0.20055548119503094 -0.20296554014515067 -0.27685829627466063
0.9612983473374372 2.5628699816887157 -0.5820210755615618 1.2493507519719371 0.12992187801314584 -0.4845484212195408 -0.6597035217996767
0.9052043174119028 2.532335337487692 -1.607019025442023 2.053951058893212 0.3496890641961147 0.42274728368478875 0.5791319187454143
0.90156986046456 3.8830425524892616 -0.7531983903038331 1.7525050953382753 0.4662940172324392 0.9376143199293443 1.2891193898540134
0.9865028151443384 2.49779595431792 -0.16806946073385487 2.9358550807989783 0.4439339979856472 0.8373479271430986 1.1504437646013166
0.9195778531613296 1.4716378390725628 -1.9585670147058016 1.4702063451080816 0.2722911023765778 0.09300338502910677 0.1271184327497279
0.9767028696416851 2.283431855145726 -0.4000764404748345 2.5525183449696542 0.2781111791356107 0.11743504422821349 0.16053884510866467
0.8885622250260139 1.7206708059667817 -0.4160459234425247 3.1854644330988444 0.21547726727193947 -0.14220632632981856 -0.19405860011075404
0.974146616853758 0.06965253984865577 -1.5257923110283238 0.6567933009515726 0.14195985046692447 -0.4372783484342748 -0.5955350730871443
0.944390769664788 1.0525858073883692 -1.4802587901550563 1.8334468789284533 0.1680511368601986 -0.33379957152034834 -0.4549224739084057
0.8630921089025523 1.3573604864768432 -1.0050115164958346 4.563043000376488 0.4345092548264171 0.795293200177495 1.0923389245182227
0.9334123886209744 0.13183779320047348 -0.11762504755108827 1.3754344856524163 0.2902660785692396 0.16865496834504423 0.23063971526453653
0.956383685734492 3.5505210677206134 -0.5351419967963931 3.5621542552472474 0.17304058471989112 -0.3138535460865297 -0.4277963077108984
0.8554487775989017 2.2108427058562645 -1.9952884277840823 4.641832303459447 0.31657239534610115 0.28039802563690674 0.3837459763947981
0.9105356865515428 0.367256966057608 -1.7003684071031342 1.8713571728523617 0.3875179039551987 0.5875365678899396 0.8058057634103113
0.8512103922316396 4.9082240219354185 -0.06930320329581963 3.217873267119629 0.030282213633284705 -0.8639110208458898 -1.1732253656242122
0.8817902107206729 0.4071767788575809 -0.9524206058939326 3.326229274693985 0.1255425915041639 -0.5016697980273803 -0.6829355646645103
0.9247453537565764 3.2181735401655227 -0.2427016013577201 0.2946250129505308 0.4938286333733318 1.0620006088672769 1.46143653395756
0.8754331091597359 2.623017050792979 -1.7875757101254872 1.3192849721697029 0.36738522284797936 0.4995521365628255 0.6847144343547082
0.9952911645457564 3.0320479407425065 -1.3025170256441108 3.982300028121589 0.1492178255957232 -0.4086330452867508 -0.5566297638231061
0.9087173293445362 2.338880011875272 -0.4388817747890384 4.716300958907431 0.011771056704874952 -0.9319769692683444 -1.2650899490785203
0.850577627412289 2.639870467527169 -1.5153615433299157 1.2800082534566235 0.4707402798916364 0.9576328578917384 1.3168306794928037
0.9397003467199276 1.913395645237996 -1.4034045855489297 0.1378175777086036 0.37087843364390577 0.5147726266757164 0.7056513569549434
0.8804142320008804 2.020337576768072 -0.9672243840504422 1.5702111074473983 0.18005147492846835 -0.2857419355735713 -0.38955278334344445
0.8573951848389804 0.7142156898726117 -1.2856722628118749 2.3610071244086406 0.0913455125856695 -0.6339728859763856 -0.8622795529686975
0.9810875363479306 4.295521870770337 -1.854464472326949 4.878586798501098 0.44758156281359296 0.853657372480356 1.1729871769051705
0.97301152652935 1.5966301133546168 -0.8308785732710784 3.3543224364128283 0.0359814238458912 -0.8427995337844081 -1.144715665983016
0.9635201205351936 3.4290388827638902 -1.9409340011664011 1.0529162442613191 0.05692297364815607 -0.7646038115922051 -1.0390480857143896
0.8744000752175688 4.701145234196355 -1.4294862072518195 3.9638303654005775 0.22865163963982366 -0.08820506039731413 -0.12041114129492048
0.9781245253277608 3.2351510538464137 -0.6420849828701416 3.233970311264152 0.4268562803945097 0.7612371680453283 1.045311248196179
0.9539751178192372 4.647277179052754 -0.6163022718491302 3.12727249622246 0.4067734996046183 0.672272280367352 0.9225687090029799
0.970339355894406 4.612889557966123 -1.975262378314404 2.99798209595034 0.01829472089812964 -0.9080776740520022 -1.2328438834566935
0.9122104143906984 2.9037961107603123 -0.8040741044071205 2.843807946553254 0.15905551947733632 -0.36963352666875426 -0.5036376575215114
0.9236281603885591 2.9537479487973246 -1.8291865916484475 4.906163472682383 0.2553448286140079 0.022216561178760585 0.030351247046870533
0.9598192021341314 3.4968375878471454 -0.0013110062591870086 1.2059858996595074 0.4973370288196859 1.0779196591272742 1.4835125306574124
