c delta Delta_fund Delta_debt lam lam_capX_2 lam_capX_1 lam_capX_0 lam_capY_2 lam_capY_1 lam_capY_0
0.8862935939091375 0.9735732683205368 -0.3362981776103289 3.7639905273175067 0.19255468818437285 5.18075586760948 -19.49905785154897 53.999880221719884 -5.411161587353272 9.051274967552768 -25.709624305172905
0.8588375669151773 4.421442128063575 -0.8850401095930702 1.0119129150555226 0.4103760560217325 5.18075586760948 -19.49905785154897 53.999880221719884 -5.530030969055643 9.517141702330862 -26.976834814684764
0.8845739170985828 0.7427046046587802 -1.0440575607129965 1.422822602912921 0.3130192088818827 5.18075586760948 -19.49905785154897 53.999880221719884 -5.476712381961993 9.302895739481825 -26.39449004793891
0.9215527009591056 3.5111461986734445 -1.9090207184833383 1.80202252548032 0.18853185526558625 5.18075586760948 -19.49905785154897 53.999880221719884 -5.408991420505632 9.043145655050644 -25.687480869761114
0.9224940234319826 0.6733120137852432 -1.0828654707900691 1.93692827401422 0.4698183310670126 5.18075586760948 -19.49905785154897 53.999880221719884 -5.562474738606024 9.652320758111554 -27.34389386658378
0.8560021824332703 0.4602982679918742 -1.7697713326442692 1.7914443477199762 0.41835433614992507 5.18075586760948 -19.49905785154897 53.999880221719884 -5.53439487545181 9.535100349308637 -27.025615498202807
0.9983940657880376 4.228477512732062 -0.3638966474277836 0.4457024878778956 0.06496187174214926 5.18075586760948 -19.49905785154897 53.999880221719884 -5.343279676647023 8.802528998039596 -25.031578601573628
0.9658370761860476 1.8139225931917045 -0.5539599690435697 1.6327259146917208 0.0020085563864869105 5.18075586760948 -19.49905785154897 53.999880221719884 -5.310698439878277 8.686948045587835 -24.716174735226097
0.9350939180354928 2.4105151887954794 -0.3506147665039772 3.438149526652942 0.04200893262738693 5.18075586760948 -19.49905785154897 53.999880221719884 -5.331319555966228 8.75982793688317 -24.915079468266047
0.9414718308586156 4.309206494198216 -0.030606163923208918 4.9754370127671415 0.36027468784320177 5.18075586760948 -19.49905785154897 53.999880221719884 -5.502593772498809 9.405733272985879 -26.674104738719446
0.9969777592627102 0.4767666624353159 -0.9806387932398308 4.612459626575579 0.3551379278496663 5.18075586760948 -19.49905785154897 53.999880221719884 -5.499779327758641 9.39444720441509 -26.64342616511746
0.9280372179415044 4.190422739155487 -0.7804466109041674 1.6477702566060748 0.1990034280763308 5.18075586760948 -19.49905785154897 53.999880221719884 -5.414643703492943 9.064344424442554 -25.74522196640166
0.8540845959513991 2.765553474548066 -0.5291380415409812 0.08470416281092072 0.3585955342150041 5.18075586760948 -19.49905785154897 53.999880221719884 -5.501673757217081 9.402041134013228 -26.66406873258377
0.9726627583205832 2.807571786959356 -1.8204606132587364 3.1639957256093147 0.4828507775348319 5.18075586760948 -19.49905785154897 53.999880221719884 -5.569560028666953 9.682372506268274 -27.425455905463515
0.8713332629475745 1.1416862753986898 -0.7367337144489743 2.369040327687247 0.2609955480193281 5.18075586760948 -19.49905785154897 53.999880221719884 -5.448294058181806 9.192322585871022 -26.093654797382747
0.9427090002121502 0.9454694304867829 -1.4968233372214206 0.3785119409709562 0.1017067970680974 5.18075586760948 -19.49905785154897 53.999880221719884 -5.362602535691673 8.872207283688862 -25.221613584767866
0.8920825183512325 3.904811052492657 -1.923562060691748 4.285769449290385 0.3219649169531092 5.18075586760948 -19.49905785154897 53.999880221719884 -5.481608994791283 9.322191421215885 -26.44696768209736
0.8737533074546214 4.3912954988379695 -1.2542670765944597 0.8933715779116393 0.24260028116179186 5.18075586760948 -19.49905785154897 53.999880221719884 -5.438279187517169 9.153909813233554 -25.989099910737707
0.9031793329058264 0.5656112422998236 -1.779775387979787 4.596538742509291 0.3785146235023648 5.18075586760948 -19.49905785154897 53.999880221719884 -5.512586797493513 9.44601573767013 -26.7835868962478
0.8682279607110696 3.084982645845505 -0.15936673232939302 4.386510761485892 0.2843521791723956 5.18075586760948 -19.49905785154897 53.999880221719884 -5.461038102778492 9.24161556996345 -26.227789771864085
